DATE,INDICATOR_CODE,CATEGORY,REGION,VALUE,UNIT,SOURCE
2021-07-15,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-16,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-17,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-18,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-19,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-20,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-21,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-22,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-23,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-24,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-25,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-26,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-27,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-28,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-29,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-30,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-07-31,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-01,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-02,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-03,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-04,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-05,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-06,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-07,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-08,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-09,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-10,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-11,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-12,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-13,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-14,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-15,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-16,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-17,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-18,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-19,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-20,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-21,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-22,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-23,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-24,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-25,KR_BASE_RATE,policy,KR,0.5000,%,ECOS
2021-08-26,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-08-27,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-08-28,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-08-29,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-08-30,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-08-31,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-01,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-02,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-03,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-04,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-05,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-06,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-07,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-08,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-09,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-10,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-11,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-12,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-13,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-14,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-15,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-16,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-17,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-18,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-19,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-20,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-21,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-22,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-23,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-24,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-25,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-26,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-27,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-28,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-29,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-09-30,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-01,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-02,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-03,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-04,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-05,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-06,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-07,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-08,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-09,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-10,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-11,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-12,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-13,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-14,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-15,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-16,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-17,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-18,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-19,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-20,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-21,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-22,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-23,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-24,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-25,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-26,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-27,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-28,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-29,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-30,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-10-31,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-01,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-02,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-03,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-04,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-05,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-06,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-07,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-08,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-09,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-10,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-11,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-12,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-13,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-14,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-15,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-16,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-17,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-18,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-19,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-20,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-21,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-22,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-23,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-24,KR_BASE_RATE,policy,KR,0.7500,%,ECOS
2021-11-25,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-11-26,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-11-27,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-11-28,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-11-29,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-11-30,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-01,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-02,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-03,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-04,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-05,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-06,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-07,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-08,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-09,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-10,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-11,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-12,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-13,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-14,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-15,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-16,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-17,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-18,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-19,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-20,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-21,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-22,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-23,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-24,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-25,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-26,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-27,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-28,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-29,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-30,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2021-12-31,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2022-01-01,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2022-01-02,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2022-01-03,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2022-01-04,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2022-01-05,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2022-01-06,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2022-01-07,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2022-01-08,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2022-01-09,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2022-01-10,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2022-01-11,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2022-01-12,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2022-01-13,KR_BASE_RATE,policy,KR,1.0000,%,ECOS
2022-01-14,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-15,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-16,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-17,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-18,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-19,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-20,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-21,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-22,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-23,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-24,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-25,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-26,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-27,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-28,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-29,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-30,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-01-31,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-01,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-02,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-03,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-04,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-05,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-06,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-07,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-08,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-09,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-10,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-11,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-12,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-13,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-14,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-15,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-16,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-17,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-18,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-19,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-20,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-21,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-22,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-23,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-24,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-25,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-26,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-27,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-02-28,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-01,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-02,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-03,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-04,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-05,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-06,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-07,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-08,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-09,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-10,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-11,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-12,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-13,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-14,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-15,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-16,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-17,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-18,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-19,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-20,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-21,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-22,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-23,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-24,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-25,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-26,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-27,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-28,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-29,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-30,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-03-31,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-04-01,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-04-02,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-04-03,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-04-04,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-04-05,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-04-06,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-04-07,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-04-08,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-04-09,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-04-10,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-04-11,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-04-12,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-04-13,KR_BASE_RATE,policy,KR,1.2500,%,ECOS
2022-04-14,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-15,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-16,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-17,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-18,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-19,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-20,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-21,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-22,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-23,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-24,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-25,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-26,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-27,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-28,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-29,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-04-30,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-01,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-02,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-03,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-04,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-05,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-06,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-07,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-08,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-09,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-10,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-11,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-12,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-13,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-14,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-15,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-16,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-17,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-18,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-19,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-20,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-21,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-22,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-23,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-24,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-25,KR_BASE_RATE,policy,KR,1.5000,%,ECOS
2022-05-26,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-05-27,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-05-28,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-05-29,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-05-30,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-05-31,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-01,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-02,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-03,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-04,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-05,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-06,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-07,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-08,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-09,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-10,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-11,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-12,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-13,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-14,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-15,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-16,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-17,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-18,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-19,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-20,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-21,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-22,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-23,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-24,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-25,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-26,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-27,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-28,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-29,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-06-30,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-07-01,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-07-02,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-07-03,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-07-04,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-07-05,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-07-06,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-07-07,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-07-08,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-07-09,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-07-10,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-07-11,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-07-12,KR_BASE_RATE,policy,KR,1.7500,%,ECOS
2022-07-13,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-14,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-15,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-16,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-17,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-18,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-19,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-20,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-21,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-22,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-23,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-24,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-25,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-26,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-27,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-28,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-29,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-30,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-07-31,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-08-01,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-08-02,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-08-03,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-08-04,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
2022-08-05,KR_BASE_RATE,policy,KR,2.2500,%,ECOS
